id,age,job,marital_status,education,default_loan,balance,housing_loan,personal_loan,contact_type,day,month,duration,campaign,pdays,previous,poutcome,subscription
17373,37,SERV,MAR,SEC,N,718,N,Y,UNK,9,6,215,3,-1,0,UNK,0
17374,33,SERV,SIN,SEC,N,1646,Y,N,TEL,7,5,317,2,-1,0,UNK,0
17375,28,ADMIN,SIN,SEC,N,261,Y,Y,CEL,30,7,269,7,182,9,SUC,0
17376,28,ADMIN,SIN,TER,N,422,Y,N,UNK,9,5,274,1,-1,0,UNK,0
17377,39,ENTREP,MAR,SEC,N,2139,Y,N,CEL,15,5,576,4,371,1,FAIL,1
17378,60,TECH,DIV,SEC,N,367,N,N,CEL,16,8,318,2,-1,0,UNK,1
17379,43,BLUE,MAR,SEC,N,-755,Y,Y,CEL,5,5,162,1,337,1,FAIL,0
17380,47,SERV,MAR,SEC,N,2322,N,N,CEL,22,8,618,1,-1,0,UNK,0
17381,35,BLUE,SIN,SEC,N,3507,Y,N,CEL,8,5,422,2,-1,0,UNK,0
17382,46,BLUE,MAR,SEC,N,6253,Y,N,CEL,9,7,411,1,-1,0,UNK,0
17383,45,TECH,MAR,SEC,N,88,N,N,CEL,29,8,150,2,-1,0,UNK,0
17384,25,TECH,SIN,SEC,N,1231,Y,N,CEL,27,2,412,5,-1,0,UNK,1
17385,37,UNEMP,MAR,TER,N,594,Y,N,CEL,4,2,62,1,-1,0,UNK,0
17386,23,HOUSE,MAR,TER,N,66,Y,N,CEL,7,5,1391,2,-1,0,UNK,1
17387,28,MGNT,SIN,TER,N,95,N,N,TEL,28,1,283,4,-1,0,UNK,0
17388,39,TECH,DIV,SEC,N,511,N,Y,CEL,23,7,148,1,-1,0,UNK,0
17389,37,TECH,MAR,SEC,N,195,Y,N,CEL,18,11,68,1,194,2,FAIL,0
17390,35,MGNT,MAR,TER,N,299,N,N,CEL,19,8,1059,5,-1,0,UNK,0
17391,32,SELF,SIN,TER,N,658,Y,N,CEL,27,3,283,1,-1,0,UNK,1
17392,39,MGNT,SIN,TER,N,1457,Y,N,CEL,20,4,430,1,-1,0,UNK,0
17393,30,MGNT,SIN,TER,N,2419,N,Y,CEL,5,6,213,2,-1,0,UNK,0
17394,33,SERV,SIN,SEC,N,170,N,N,CEL,7,7,782,1,-1,0,UNK,1
17395,48,TECH,MAR,SEC,N,504,N,Y,CEL,6,8,227,3,-1,0,UNK,0
17396,45,ADMIN,MAR,SEC,Y,1,N,N,TEL,2,2,1028,2,207,1,OTH,0
17397,28,BLUE,SIN,SEC,N,67,N,N,CEL,3,2,20,5,-1,0,UNK,0
17398,50,TECH,MAR,SEC,N,416,Y,N,UNK,5,6,494,5,-1,0,UNK,1
17399,54,retired,MAR,SEC,N,3846,Y,Y,UNK,19,6,216,2,-1,0,UNK,0
17400,30,MGNT,MAR,TER,N,350,N,N,CEL,29,1,328,2,-1,0,UNK,0
17401,58,TECH,DIV,SEC,N,-147,Y,Y,CEL,28,7,95,3,-1,0,UNK,0
17402,50,BLUE,MAR,SEC,N,2320,Y,N,CEL,7,4,310,1,-1,0,UNK,0
17403,36,BLUE,MAR,SEC,N,82,Y,N,CEL,12,5,137,2,-1,0,UNK,0
17404,36,SERV,MAR,SEC,N,30,N,Y,CEL,8,7,716,5,-1,0,UNK,1
17405,35,MGNT,SIN,TER,N,1902,N,N,CEL,19,11,188,5,-1,0,UNK,0
17406,31,MGNT,SIN,TER,N,0,Y,N,CEL,7,5,45,1,22,2,FAIL,0
17407,34,TECH,MAR,SEC,N,1035,N,N,CEL,25,8,1374,10,-1,0,UNK,1
17408,44,ADMIN,MAR,SEC,N,6,N,Y,CEL,21,7,114,2,-1,0,UNK,0
17409,33,TECH,DIV,UNK,N,1279,Y,N,CEL,29,1,128,1,206,7,OTH,0
17410,29,BLUE,MAR,PRIM,N,79,Y,N,UNK,27,5,22,2,-1,0,UNK,0
17411,28,UNEMP,SIN,TER,N,0,Y,N,UNK,5,5,125,2,-1,0,UNK,0
17412,51,ENTREP,SIN,TER,Y,15,N,N,UNK,11,6,104,2,-1,0,UNK,0
17413,34,ADMIN,MAR,UNK,N,3,Y,N,UNK,5,5,120,3,-1,0,UNK,0
17414,48,SERV,MAR,PRIM,N,717,N,N,CEL,29,1,450,1,-1,0,UNK,0
17415,34,SERV,SIN,SEC,N,49,N,Y,CEL,9,7,181,1,-1,0,UNK,0
17416,27,STUD,SIN,SEC,N,6036,N,N,CEL,31,3,175,1,181,1,FAIL,1
17417,31,SERV,SIN,SEC,N,11386,Y,N,CEL,20,11,356,1,-1,0,UNK,0
17418,42,BLUE,MAR,SEC,N,1134,Y,N,UNK,28,5,424,3,-1,0,UNK,0
17419,39,MGNT,MAR,TER,N,2666,N,N,CEL,7,8,96,2,-1,0,UNK,0
17420,50,MGNT,MAR,TER,N,619,Y,N,TEL,25,7,219,2,-1,0,UNK,0
17421,37,BLUE,MAR,SEC,N,15801,Y,N,UNK,14,5,456,9,-1,0,UNK,0
17422,31,SERV,SIN,SEC,N,1510,Y,N,CEL,13,5,72,4,176,1,FAIL,0
17423,44,TECH,MAR,UNK,N,185,Y,Y,UNK,8,5,63,1,-1,0,UNK,0
17424,46,TECH,SIN,UNK,N,578,N,N,CEL,28,1,404,3,-1,0,UNK,0
17425,58,SELF,MAR,SEC,N,9994,N,N,CEL,10,7,400,1,-1,0,UNK,0
17426,53,BLUE,MAR,UNK,N,1202,Y,N,UNK,29,5,332,2,-1,0,UNK,0
17427,34,MGNT,DIV,TER,N,582,N,N,CEL,20,11,209,3,-1,0,UNK,0
17428,32,BLUE,MAR,SEC,N,328,Y,N,UNK,20,5,132,1,-1,0,UNK,0
17429,28,BLUE,MAR,SEC,N,509,Y,Y,UNK,4,6,121,2,-1,0,UNK,0
17430,42,UNEMP,DIV,SEC,N,193,Y,N,UNK,26,5,262,1,-1,0,UNK,0
17431,37,BLUE,MAR,SEC,N,427,Y,Y,UNK,9,6,371,3,-1,0,UNK,0
17432,80,retired,MAR,PRIM,N,2994,N,N,CEL,6,8,320,1,-1,0,UNK,0
17433,30,ADMIN,SIN,SEC,N,983,Y,N,CEL,27,5,189,2,-1,0,UNK,1
17434,39,BLUE,MAR,PRIM,N,52,N,N,CEL,13,8,69,1,-1,0,UNK,0
17435,43,UNK,MAR,PRIM,N,644,N,N,TEL,5,2,195,2,-1,0,UNK,0
17436,33,BLUE,MAR,SEC,Y,-354,Y,Y,CEL,28,1,104,1,245,2,FAIL,0
17437,56,ADMIN,MAR,SEC,N,51,Y,Y,CEL,16,4,75,1,-1,0,UNK,0
17438,52,ENTREP,MAR,TER,N,54,Y,Y,TEL,18,11,103,1,-1,0,UNK,0
17439,35,ADMIN,SIN,SEC,N,203,Y,N,CEL,10,7,301,1,-1,0,UNK,0
17440,27,SERV,SIN,SEC,N,0,N,N,CEL,1,6,181,1,-1,0,UNK,0
17441,46,TECH,DIV,SEC,N,-1034,Y,Y,CEL,7,5,195,1,-1,0,UNK,0
17442,59,retired,MAR,SEC,N,319,Y,N,UNK,5,5,143,3,-1,0,UNK,0
17443,43,MGNT,MAR,TER,N,254,Y,Y,CEL,15,7,104,3,-1,0,UNK,0
17444,39,MGNT,MAR,TER,N,271,Y,N,CEL,12,8,1344,1,-1,0,UNK,1
17445,30,STUD,SIN,SEC,N,3096,N,N,CEL,26,1,123,1,-1,0,UNK,0
17446,42,BLUE,MAR,UNK,N,57,Y,N,UNK,5,5,425,2,-1,0,UNK,0
17447,57,SERV,DIV,SEC,N,334,Y,N,CEL,10,7,356,1,-1,0,UNK,0
17448,31,TECH,MAR,SEC,N,522,Y,Y,CEL,27,8,308,4,-1,0,UNK,0
17449,31,ADMIN,SIN,SEC,N,626,Y,N,UNK,21,5,211,1,-1,0,UNK,0
17450,56,MGNT,MAR,PRIM,N,-155,Y,N,CEL,17,11,282,1,-1,0,UNK,0
17451,39,MGNT,MAR,TER,N,1802,N,N,CEL,25,1,129,2,97,2,FAIL,0
17452,42,MGNT,MAR,TER,N,1686,Y,Y,CEL,20,4,522,4,-1,0,UNK,0
17453,35,SERV,MAR,SEC,N,152,Y,N,UNK,2,6,563,1,-1,0,UNK,1
17454,35,BLUE,SIN,SEC,N,0,Y,N,CEL,16,4,1174,1,345,4,OTH,1
17455,48,UNEMP,DIV,SEC,N,201,N,N,CEL,11,8,140,1,-1,0,UNK,1
17456,48,SELF,MAR,SEC,N,4746,Y,N,UNK,21,5,32,11,-1,0,UNK,0
17457,32,ADMIN,MAR,SEC,N,342,N,N,CEL,29,1,179,1,-1,0,UNK,0
17458,47,TECH,MAR,SEC,N,2149,Y,N,CEL,15,10,241,1,183,2,SUC,0
17459,56,retired,MAR,PRIM,N,152,Y,Y,CEL,30,7,65,7,-1,0,UNK,0
17460,35,UNEMP,DIV,SEC,N,45,N,N,UNK,12,6,40,6,-1,0,UNK,0
17461,56,HOUSE,SIN,PRIM,N,801,N,N,CEL,6,8,931,4,-1,0,UNK,0
17462,32,TECH,MAR,TER,N,8023,N,N,CEL,17,8,219,1,84,2,FAIL,0
17463,59,retired,MAR,PRIM,N,741,N,N,CEL,19,11,194,2,152,2,FAIL,0
17464,37,TECH,MAR,SEC,Y,-886,Y,N,UNK,26,5,224,1,-1,0,UNK,0
17465,40,MGNT,MAR,TER,N,1217,Y,Y,CEL,18,11,155,1,-1,0,UNK,0
17466,49,BLUE,MAR,UNK,N,2635,N,N,CEL,7,8,88,2,-1,0,UNK,0
17467,33,MGNT,SIN,SEC,N,1473,N,N,TEL,4,2,43,1,-1,0,UNK,0
17468,32,HOUSE,MAR,TER,N,357,Y,N,CEL,3,2,133,3,77,2,FAIL,0
17469,50,MGNT,MAR,PRIM,N,117,Y,N,TEL,13,5,216,4,-1,0,UNK,0
17470,30,BLUE,MAR,SEC,N,3653,Y,Y,UNK,6,6,167,4,-1,0,UNK,0
17471,32,TECH,MAR,TER,N,0,N,Y,CEL,24,7,184,6,-1,0,UNK,0
17472,40,TECH,MAR,SEC,N,2266,N,N,CEL,26,5,175,3,89,7,OTH,1
17473,27,BLUE,SIN,PRIM,N,431,Y,N,UNK,15,5,286,2,-1,0,UNK,0
17474,29,MGNT,MAR,TER,N,10576,N,N,UNK,15,5,1224,2,-1,0,UNK,1
17475,32,BLUE,MAR,SEC,N,8957,N,N,CEL,20,11,145,1,-1,0,UNK,0
17476,49,SELF,MAR,SEC,N,357,N,N,CEL,29,7,179,4,-1,0,UNK,0
17477,22,STUD,SIN,SEC,N,310,Y,N,CEL,6,5,903,2,355,1,OTH,0
17478,38,BLUE,DIV,SEC,N,0,Y,N,CEL,21,10,576,1,183,4,SUC,1
17479,40,SERV,MAR,PRIM,N,332,Y,N,UNK,8,5,149,1,-1,0,UNK,0
17480,55,BLUE,MAR,PRIM,N,1649,Y,N,CEL,12,5,52,3,-1,0,UNK,0
17481,44,BLUE,MAR,SEC,N,1495,Y,N,CEL,1,10,82,1,142,1,FAIL,0
17482,26,TECH,SIN,SEC,N,-211,Y,N,UNK,23,5,164,3,-1,0,UNK,0
17483,53,ENTREP,MAR,PRIM,N,27,Y,N,TEL,10,9,230,3,-1,0,UNK,1
17484,52,ENTREP,MAR,PRIM,N,2594,Y,N,TEL,21,11,425,1,-1,0,UNK,0
17485,35,MGNT,MAR,TER,N,105,Y,N,CEL,6,5,36,1,365,3,FAIL,0
17486,46,BLUE,MAR,PRIM,N,537,N,N,UNK,26,5,222,5,-1,0,UNK,0
17487,51,SERV,MAR,TER,N,0,N,N,CEL,7,8,297,8,-1,0,UNK,0
17488,35,SERV,MAR,SEC,N,505,Y,Y,UNK,27,5,371,2,-1,0,UNK,0
17489,44,TECH,SIN,TER,N,607,Y,N,UNK,13,5,119,2,-1,0,UNK,0
17490,30,TECH,MAR,SEC,N,139,N,Y,CEL,8,7,1046,2,-1,0,UNK,0
17491,32,BLUE,MAR,PRIM,N,1518,Y,N,TEL,6,2,35,3,-1,0,UNK,0
17492,24,UNEMP,SIN,SEC,N,119,N,N,UNK,15,9,51,1,-1,0,UNK,0
17493,56,BLUE,MAR,PRIM,N,379,N,N,CEL,13,8,58,5,-1,0,UNK,0
17494,45,ENTREP,DIV,TER,N,-395,Y,N,UNK,13,5,470,1,-1,0,UNK,1
17495,44,TECH,MAR,SEC,N,-199,N,N,CEL,28,1,692,2,247,3,FAIL,0
17496,34,MGNT,MAR,TER,N,889,Y,N,CEL,24,7,539,1,-1,0,UNK,0
17497,41,BLUE,MAR,PRIM,N,164,Y,N,CEL,12,5,150,4,330,11,OTH,0
17498,49,MGNT,MAR,TER,N,1,N,N,TEL,13,8,640,2,101,4,SUC,1
17499,28,SELF,SIN,TER,N,160,N,N,UNK,11,11,158,1,-1,0,UNK,1
17500,56,BLUE,MAR,UNK,N,22,Y,N,UNK,16,5,103,7,-1,0,UNK,0
17501,42,ENTREP,MAR,SEC,N,169,Y,N,TEL,15,5,87,4,-1,0,UNK,0
17502,29,MGNT,MAR,TER,N,-45,N,N,CEL,2,2,180,1,-1,0,UNK,0
17503,47,UNEMP,MAR,PRIM,N,2290,Y,N,CEL,7,4,274,1,-1,0,UNK,0
17504,42,TECH,MAR,SEC,N,3228,N,N,CEL,21,11,133,1,-1,0,UNK,0
17505,34,TECH,SIN,SEC,Y,-2,N,Y,CEL,8,7,283,1,-1,0,UNK,0
17506,60,TECH,MAR,PRIM,N,4243,Y,N,CEL,4,2,387,1,251,1,FAIL,0
17507,58,BLUE,MAR,SEC,N,3027,Y,N,CEL,24,4,160,1,-1,0,UNK,1
17508,37,BLUE,SIN,SEC,N,240,Y,N,UNK,6,5,246,1,-1,0,UNK,0
17509,27,BLUE,SIN,PRIM,N,1128,Y,N,UNK,30,6,88,4,-1,0,UNK,0
17510,72,retired,MAR,PRIM,N,0,N,N,CEL,28,6,348,6,94,6,FAIL,0
17511,48,BLUE,MAR,PRIM,N,574,N,N,CEL,5,8,348,1,-1,0,UNK,0
17512,42,BLUE,MAR,PRIM,N,244,Y,N,CEL,16,4,403,1,-1,0,UNK,0
17513,83,retired,DIV,PRIM,N,2619,N,N,TEL,16,10,181,2,-1,0,UNK,0
17514,54,MGNT,MAR,TER,N,3,N,Y,CEL,8,7,443,1,-1,0,UNK,0
17515,47,TECH,MAR,SEC,N,-18,Y,N,TEL,21,7,105,2,-1,0,UNK,0
17516,59,retired,MAR,SEC,N,263,N,N,CEL,6,8,601,2,-1,0,UNK,0
17517,57,SERV,DIV,PRIM,N,362,N,N,UNK,11,6,187,1,-1,0,UNK,0
17518,39,BLUE,MAR,SEC,N,123,Y,N,UNK,30,5,81,3,-1,0,UNK,0
17519,40,ADMIN,SIN,SEC,N,142,N,Y,UNK,20,6,14,3,-1,0,UNK,0
17520,37,retired,MAR,SEC,N,71,N,Y,CEL,8,5,254,1,-1,0,UNK,0
17521,50,MGNT,MAR,TER,N,-470,Y,N,CEL,8,5,506,2,170,3,FAIL,0
17522,43,MGNT,DIV,TER,N,-410,N,Y,CEL,9,7,189,1,-1,0,UNK,0
17523,57,ENTREP,MAR,TER,N,1828,Y,N,CEL,19,11,68,1,-1,0,UNK,0
17524,36,TECH,SIN,SEC,N,656,N,N,UNK,21,5,261,1,-1,0,UNK,0
17525,42,ADMIN,DIV,SEC,N,2397,Y,N,CEL,15,4,239,2,320,2,FAIL,0
17526,40,TECH,MAR,SEC,N,4441,Y,N,CEL,20,11,153,2,183,2,FAIL,0
17527,30,TECH,SIN,SEC,N,57,N,N,CEL,2,2,465,2,-1,0,UNK,0
17528,39,MGNT,SIN,TER,N,313,N,Y,CEL,29,1,118,5,196,1,OTH,0
17529,33,BLUE,MAR,SEC,N,1541,Y,N,UNK,23,5,423,2,-1,0,UNK,0
17530,56,SELF,MAR,TER,N,871,Y,N,UNK,14,5,381,1,-1,0,UNK,0
17531,37,MGNT,MAR,TER,N,34,Y,N,UNK,2,6,100,2,-1,0,UNK,0
17532,44,SELF,DIV,TER,N,1070,Y,N,CEL,30,4,381,1,160,2,OTH,1
17533,44,TECH,SIN,TER,N,678,N,N,CEL,3,2,111,1,124,2,OTH,0
17534,29,SERV,MAR,SEC,N,489,Y,N,CEL,14,4,332,3,-1,0,UNK,0
17535,43,BLUE,MAR,PRIM,N,4581,Y,N,CEL,20,11,329,2,-1,0,UNK,0
17536,62,MGNT,DIV,TER,N,5943,N,N,TEL,17,2,196,4,-1,0,UNK,1
17537,33,MGNT,MAR,TER,N,287,Y,N,CEL,15,5,199,2,274,3,OTH,0
17538,35,MGNT,DIV,TER,N,26,N,N,CEL,16,4,78,2,-1,0,UNK,1
17539,31,MGNT,MAR,TER,N,140,N,N,CEL,6,2,9,8,212,4,OTH,0
17540,65,retired,DIV,SEC,N,744,N,N,CEL,5,7,182,1,-1,0,UNK,0
17541,37,SELF,MAR,SEC,N,1523,N,Y,CEL,7,7,316,2,-1,0,UNK,0
17542,31,BLUE,MAR,PRIM,N,-81,Y,N,CEL,22,7,261,1,-1,0,UNK,0
17543,29,MGNT,MAR,TER,N,4050,Y,N,UNK,28,5,166,1,-1,0,UNK,0
17544,34,BLUE,MAR,PRIM,N,571,Y,N,UNK,23,5,202,2,-1,0,UNK,0
17545,50,MGNT,MAR,TER,N,230,N,Y,CEL,21,7,149,2,-1,0,UNK,0
17546,51,MGNT,DIV,TER,N,6,N,N,UNK,2,6,193,4,-1,0,UNK,0
17547,46,TECH,DIV,SEC,N,648,N,N,CEL,5,8,281,1,-1,0,UNK,0
17548,60,HOUSE,DIV,SEC,N,387,Y,N,UNK,4,6,235,1,-1,0,UNK,0
17549,28,ADMIN,MAR,SEC,N,317,Y,N,CEL,15,7,673,2,-1,0,UNK,0
17550,46,MGNT,MAR,TER,N,37,Y,N,CEL,30,7,239,4,-1,0,UNK,0
17551,46,BLUE,DIV,PRIM,N,-35,Y,N,CEL,13,5,69,1,-1,0,UNK,0
17552,52,retired,MAR,TER,N,350,N,Y,CEL,9,7,156,1,-1,0,UNK,0
17553,32,BLUE,MAR,SEC,N,822,Y,N,CEL,14,5,19,8,366,6,FAIL,0
17554,48,MGNT,MAR,PRIM,N,2803,Y,N,UNK,6,6,30,24,-1,0,UNK,0
17555,32,STUD,SIN,TER,N,214,N,N,CEL,4,5,117,1,-1,0,UNK,0
17556,29,TECH,MAR,TER,N,534,N,N,CEL,30,4,452,2,-1,0,UNK,0
17557,38,SERV,MAR,SEC,N,433,N,N,UNK,11,6,148,1,-1,0,UNK,0
17558,30,ADMIN,MAR,SEC,N,518,Y,N,CEL,8,5,127,1,-1,0,UNK,0
17559,33,BLUE,SIN,SEC,N,372,Y,N,UNK,23,5,92,1,-1,0,UNK,0
17560,42,SERV,MAR,UNK,N,-1085,N,Y,CEL,21,11,45,1,-1,0,UNK,0
17561,56,HOUSE,MAR,PRIM,N,0,N,N,CEL,26,8,102,2,-1,0,UNK,0
17562,33,HOUSE,MAR,SEC,N,8,Y,N,CEL,14,8,425,4,-1,0,UNK,0
17563,38,HOUSE,SIN,SEC,N,465,Y,N,CEL,16,3,180,1,302,3,SUC,1
17564,36,ADMIN,MAR,SEC,N,-294,Y,N,CEL,18,5,148,1,-1,0,UNK,0
17565,42,TECH,MAR,UNK,N,1559,N,N,CEL,11,8,155,1,103,1,SUC,0
17566,58,retired,MAR,SEC,N,1230,N,N,CEL,20,5,420,1,87,1,FAIL,1
17567,35,TECH,MAR,SEC,N,55,Y,N,UNK,9,5,79,4,-1,0,UNK,0
17568,35,BLUE,MAR,SEC,N,592,Y,N,UNK,21,5,74,1,-1,0,UNK,0
17569,53,ADMIN,DIV,SEC,N,-120,Y,N,UNK,27,5,211,1,-1,0,UNK,0
17570,53,TECH,MAR,SEC,N,5797,Y,N,CEL,3,2,267,4,-1,0,UNK,0
17571,31,MGNT,MAR,TER,N,459,N,N,CEL,28,8,13,14,-1,0,UNK,0
17572,60,retired,DIV,SEC,N,545,Y,N,UNK,6,5,1030,1,-1,0,UNK,1
17573,55,retired,MAR,SEC,N,1,Y,N,TEL,7,5,79,2,360,6,OTH,0
17574,39,BLUE,MAR,SEC,N,49,Y,N,CEL,14,5,566,1,370,2,FAIL,0
17575,50,MGNT,MAR,TER,N,0,N,N,CEL,9,7,243,5,-1,0,UNK,0
17576,45,BLUE,MAR,SEC,N,2926,Y,Y,CEL,19,11,482,3,120,2,FAIL,0
17577,53,MGNT,MAR,TER,N,490,Y,N,UNK,28,5,103,2,-1,0,UNK,0
17578,55,TECH,SIN,TER,N,92,Y,N,UNK,7,5,118,3,-1,0,UNK,0
17579,77,retired,MAR,PRIM,N,680,N,N,TEL,24,2,513,2,89,7,FAIL,0
17580,31,MGNT,SIN,TER,N,424,N,Y,CEL,7,8,224,2,-1,0,UNK,0
17581,47,MGNT,MAR,PRIM,N,2793,Y,N,TEL,25,7,102,4,-1,0,UNK,0
17582,45,BLUE,SIN,SEC,N,3727,N,N,CEL,6,10,572,1,-1,0,UNK,0
17583,60,TECH,MAR,TER,N,6573,Y,N,CEL,6,11,126,2,87,2,FAIL,0
17584,61,HOUSE,MAR,PRIM,N,368,N,N,CEL,8,8,62,3,-1,0,UNK,0
17585,37,ADMIN,MAR,SEC,N,66,Y,N,UNK,14,5,91,7,-1,0,UNK,0
17586,32,MGNT,SIN,TER,N,435,Y,Y,CEL,15,5,676,3,-1,0,UNK,0
17587,26,MGNT,SIN,TER,N,1284,Y,N,UNK,21,5,97,8,-1,0,UNK,0
17588,28,BLUE,SIN,SEC,Y,-2,Y,Y,CEL,13,5,172,2,364,5,FAIL,0
17589,48,BLUE,DIV,PRIM,N,0,N,N,CEL,11,7,324,2,-1,0,UNK,0
17590,42,SERV,DIV,SEC,N,466,N,N,CEL,28,1,48,1,-1,0,UNK,0
17591,52,BLUE,MAR,SEC,N,2206,Y,N,UNK,15,5,875,5,-1,0,UNK,0
17592,26,ADMIN,MAR,SEC,N,1595,N,N,CEL,15,6,155,1,105,1,FAIL,1
17593,30,BLUE,SIN,SEC,N,363,N,N,CEL,28,7,171,3,-1,0,UNK,0
17594,37,SERV,MAR,SEC,N,3,Y,N,CEL,12,6,105,4,318,6,FAIL,0
17595,31,SELF,SIN,SEC,N,0,Y,N,CEL,15,7,364,2,-1,0,UNK,0
17596,30,ADMIN,MAR,SEC,N,0,N,N,CEL,15,10,86,1,140,3,FAIL,0
17597,32,ADMIN,SIN,TER,N,594,Y,N,UNK,13,5,134,2,-1,0,UNK,0
17598,28,ADMIN,MAR,SEC,N,1,Y,N,CEL,24,7,50,4,-1,0,UNK,0
17599,33,MGNT,MAR,TER,N,455,Y,Y,UNK,29,5,122,10,-1,0,UNK,0
17600,34,SERV,SIN,SEC,N,0,Y,N,CEL,17,4,112,1,332,3,FAIL,0
17601,36,TECH,MAR,TER,N,521,N,N,CEL,20,10,347,3,-1,0,UNK,1
17602,30,MGNT,MAR,TER,N,86,Y,Y,CEL,7,5,255,6,169,3,FAIL,0
17603,29,MGNT,MAR,TER,N,199,Y,Y,UNK,7,5,1689,4,-1,0,UNK,1
17604,56,retired,MAR,PRIM,N,-299,Y,N,UNK,28,5,68,1,-1,0,UNK,0
17605,31,BLUE,SIN,SEC,N,178,Y,N,CEL,15,5,415,1,360,5,FAIL,0
17606,29,ADMIN,MAR,SEC,N,0,Y,Y,CEL,4,2,376,2,229,3,OTH,0
17607,49,BLUE,MAR,SEC,N,0,N,N,CEL,29,8,66,17,-1,0,UNK,0
17608,59,TECH,MAR,SEC,N,6,N,Y,UNK,1,7,292,1,-1,0,UNK,0
17609,39,BLUE,MAR,SEC,N,20,Y,N,CEL,9,2,686,5,279,1,FAIL,0
17610,56,SERV,DIV,TER,N,2272,Y,N,UNK,9,5,263,5,-1,0,UNK,0
17611,43,ADMIN,MAR,PRIM,N,392,Y,Y,CEL,11,7,87,2,-1,0,UNK,0
17612,25,SERV,MAR,SEC,N,10,Y,N,CEL,17,7,114,1,-1,0,UNK,0
17613,40,ADMIN,SIN,SEC,N,1670,Y,N,UNK,18,6,161,2,-1,0,UNK,0
17614,42,BLUE,SIN,PRIM,N,1322,Y,Y,CEL,8,7,178,1,-1,0,UNK,0
17615,32,MGNT,SIN,TER,N,3616,N,N,CEL,14,8,165,2,-1,0,UNK,0
17616,33,SERV,MAR,SEC,N,740,N,Y,UNK,30,6,266,3,-1,0,UNK,0
17617,37,ADMIN,MAR,SEC,N,0,N,Y,UNK,19,6,176,2,-1,0,UNK,0
17618,33,MGNT,SIN,SEC,N,2915,N,N,CEL,6,8,126,2,-1,0,UNK,0
17619,39,BLUE,MAR,PRIM,N,1397,Y,N,UNK,12,6,10,1,-1,0,UNK,0
17620,27,SELF,SIN,TER,N,970,Y,N,CEL,13,2,55,2,-1,0,UNK,0
17621,38,TECH,MAR,TER,N,206,N,N,CEL,8,4,350,2,-1,0,UNK,1
17622,58,TECH,SIN,SEC,N,382,N,N,CEL,13,8,460,2,-1,0,UNK,0
17623,37,SERV,MAR,SEC,N,780,Y,N,UNK,4,6,125,5,-1,0,UNK,0
17624,34,BLUE,MAR,SEC,N,856,Y,N,CEL,20,4,470,1,150,5,OTH,0
17625,34,MGNT,SIN,TER,N,5086,N,N,CEL,25,5,213,4,-1,0,UNK,1
17626,43,BLUE,MAR,SEC,N,597,Y,N,CEL,2,2,87,1,263,1,FAIL,0
17627,45,SERV,MAR,SEC,N,191,N,Y,UNK,6,6,136,2,-1,0,UNK,0
17628,54,MGNT,MAR,TER,N,1197,Y,Y,CEL,31,7,11,5,-1,0,UNK,0
17629,38,BLUE,SIN,SEC,N,68,N,N,UNK,5,6,90,2,-1,0,UNK,0
17630,40,MGNT,MAR,TER,N,0,Y,N,CEL,28,7,52,11,-1,0,UNK,0
17631,35,BLUE,MAR,SEC,N,1330,N,N,CEL,10,7,901,1,-1,0,UNK,1
17632,39,BLUE,MAR,PRIM,N,640,Y,N,CEL,13,5,220,4,370,2,OTH,0
17633,57,retired,DIV,SEC,N,24,N,Y,CEL,14,7,407,2,-1,0,UNK,0
17634,42,BLUE,MAR,PRIM,N,2111,Y,N,CEL,7,5,86,2,-1,0,UNK,0
17635,35,TECH,SIN,TER,N,0,Y,N,TEL,28,8,46,2,-1,0,UNK,0
17636,39,MGNT,MAR,TER,N,224,N,N,CEL,20,8,414,2,-1,0,UNK,0
17637,51,MGNT,MAR,TER,N,0,Y,N,CEL,22,5,168,1,-1,0,UNK,0
17638,60,retired,MAR,SEC,N,0,Y,N,UNK,15,5,229,1,-1,0,UNK,0
17639,56,BLUE,DIV,PRIM,N,3021,N,N,UNK,9,6,419,2,-1,0,UNK,0
17640,53,TECH,MAR,TER,N,3177,N,N,CEL,8,8,92,2,-1,0,UNK,0
17641,31,TECH,MAR,SEC,N,0,N,N,CEL,20,8,102,2,-1,0,UNK,0
17642,30,MGNT,MAR,TER,N,1119,N,N,CEL,6,8,199,7,-1,0,UNK,0
17643,43,TECH,MAR,SEC,N,136,N,N,CEL,25,8,363,7,-1,0,UNK,1
17644,29,HOUSE,MAR,SEC,N,1104,Y,N,UNK,18,6,262,9,-1,0,UNK,0
17645,51,TECH,DIV,PRIM,N,548,N,N,UNK,12,6,138,2,-1,0,UNK,0
17646,47,ADMIN,MAR,SEC,N,368,Y,N,UNK,5,5,125,2,-1,0,UNK,0
17647,42,BLUE,MAR,SEC,N,490,Y,N,UNK,5,5,386,2,-1,0,UNK,0
17648,58,retired,MAR,PRIM,N,565,N,N,TEL,7,7,876,1,-1,0,UNK,1
17649,48,ENTREP,MAR,SEC,N,2247,Y,N,UNK,2,6,60,9,-1,0,UNK,0
17650,49,ENTREP,DIV,UNK,Y,-701,Y,N,CEL,30,7,988,2,-1,0,UNK,1
17651,39,ADMIN,MAR,UNK,N,378,N,N,UNK,20,6,17,5,-1,0,UNK,0
17652,34,TECH,MAR,TER,N,8029,Y,N,CEL,14,8,593,4,-1,0,UNK,1
